,subject_id,island_idx,block_type,trial_num,theta,student_a,student_b,first_examples_a,first_examples_b,first_guess,teacher_knowledge,feedback_choice,bonus,second_examples_a,second_examples_b,final_guess,total_bonus,understood,n_attention_passed
58,A195MOXRMNHRVT,5,partial,0,0.3,9,1,2,3,32,63,yes,,,,,5.3,yes,2
59,A195MOXRMNHRVT,5,partial,1,0.3,9,1,,,,,,,2,3,0,5.3,yes,2
60,A195MOXRMNHRVT,6,partial,0,0.7,9,1,4,1,,31,no,,,,,5.3,yes,2
61,A195MOXRMNHRVT,6,partial,1,0.7,9,1,,,,,,,3,2,100,5.3,yes,2
62,A195MOXRMNHRVT,7,partial,0,0.3,9,1,1,4,19,80,yes,,,,,5.3,yes,2
63,A195MOXRMNHRVT,7,partial,1,0.3,9,1,,,,,,,2,3,0,5.3,yes,2
64,A195MOXRMNHRVT,8,partial,0,0.3,1,9,0,5,,38,no,,,,,5.3,yes,2
65,A195MOXRMNHRVT,8,partial,1,0.3,1,9,,,,,,,2,3,0,5.3,yes,2
66,A195MOXRMNHRVT,9,partial,0,0.3,9,1,0,5,23,77,yes,,,,,5.3,yes,2
67,A195MOXRMNHRVT,9,partial,1,0.3,9,1,,,,,,,2,3,0,5.3,yes,2
68,A195MOXRMNHRVT,10,partial,0,0.3,1,9,2,3,,35,no,,,,,5.3,yes,2
69,A195MOXRMNHRVT,10,partial,1,0.3,1,9,,,,,,,2,3,0,5.3,yes,2
70,A195MOXRMNHRVT,11,partial,0,0.7,1,9,5,0,78,80,yes,,,,,5.3,yes,2
71,A195MOXRMNHRVT,11,partial,1,0.7,1,9,,,,,,,3,2,100,5.3,yes,2
72,A1BIJGB7XA0GME,0,partial,0,0.7,1,9,3,2,,65,no,,,,,3.6,yes,2
73,A1BIJGB7XA0GME,0,partial,1,0.7,1,9,,,,,,,3,2,100,3.6,yes,2
74,A1BIJGB7XA0GME,1,partial,0,0.7,1,9,5,0,72,15,yes,,,,,3.6,yes,2
75,A1BIJGB7XA0GME,1,partial,1,0.7,1,9,,,,,,,3,2,100,3.6,yes,2
76,A1BIJGB7XA0GME,2,partial,0,0.3,9,1,1,4,,73,no,,,,,3.6,yes,2
77,A1BIJGB7XA0GME,2,partial,1,0.3,9,1,,,,,,,2,3,0,3.6,yes,2
78,A1BIJGB7XA0GME,3,partial,0,0.3,9,1,0,5,0,63,yes,,,,,3.6,yes,2
79,A1BIJGB7XA0GME,3,partial,1,0.3,9,1,,,,,,,2,3,0,3.6,yes,2
80,A1BIJGB7XA0GME,4,partial,0,0.3,9,1,2,3,34,24,yes,,,,,3.6,yes,2
81,A1BIJGB7XA0GME,4,partial,1,0.3,9,1,,,,,,,2,3,100,3.6,yes,2
82,A1BIJGB7XA0GME,5,partial,0,0.7,9,1,4,1,,40,no,,,,,3.6,yes,2
83,A1BIJGB7XA0GME,5,partial,1,0.7,9,1,,,,,,,3,2,83,3.6,yes,2
84,A1BIJGB7XA0GME,6,partial,0,0.7,9,1,3,2,,65,no,,,,,3.6,yes,2
85,A1BIJGB7XA0GME,6,partial,1,0.7,9,1,,,,,,,3,2,16,3.6,yes,2
86,A1BIJGB7XA0GME,7,partial,0,0.3,1,9,0,5,81,11,yes,,,,,3.6,yes,2
87,A1BIJGB7XA0GME,7,partial,1,0.3,1,9,,,,,,,2,3,67,3.6,yes,2
88,A1BIJGB7XA0GME,8,partial,0,0.7,1,9,4,1,,33,no,,,,,3.6,yes,2
89,A1BIJGB7XA0GME,8,partial,1,0.7,1,9,,,,,,,3,2,13,3.6,yes,2
90,A1BIJGB7XA0GME,9,partial,0,0.3,1,9,1,4,,100,no,,,,,3.6,yes,2
91,A1BIJGB7XA0GME,9,partial,1,0.3,1,9,,,,,,,2,3,0,3.6,yes,2
92,A1BIJGB7XA0GME,10,partial,0,0.7,9,1,5,0,,36,no,,,,,3.6,yes,2
93,A1BIJGB7XA0GME,10,partial,1,0.7,9,1,,,,,,,3,2,100,3.6,yes,2
94,A1BIJGB7XA0GME,11,partial,0,0.3,1,9,2,3,,64,no,,,,,3.6,yes,2
95,A1BIJGB7XA0GME,11,partial,1,0.3,1,9,,,,,,,2,3,0,3.6,yes,2
96,A1DUPOUC9RNU4L,0,partial,0,0.7,9,1,4,1,,71,no,,,,,3.9,yes,2
97,A1DUPOUC9RNU4L,0,partial,1,0.7,9,1,,,,,,,3,2,100,3.9,yes,2
98,A1DUPOUC9RNU4L,1,partial,0,0.7,9,1,3,2,,69,no,,,,,3.9,yes,2
99,A1DUPOUC9RNU4L,1,partial,1,0.7,9,1,,,,,,,3,2,100,3.9,yes,2
100,A1DUPOUC9RNU4L,2,partial,0,0.7,1,9,3,2,,41,no,,,,,3.9,yes,2
101,A1DUPOUC9RNU4L,2,partial,1,0.7,1,9,,,,,,,3,2,62,3.9,yes,2
102,A1DUPOUC9RNU4L,3,partial,0,0.7,9,1,5,0,,57,no,,,,,3.9,yes,2
103,A1DUPOUC9RNU4L,3,partial,1,0.7,9,1,,,,,,,3,2,77,3.9,yes,2
104,A1DUPOUC9RNU4L,4,partial,0,0.3,9,1,0,5,,55,no,,,,,3.9,yes,2
105,A1DUPOUC9RNU4L,4,partial,1,0.3,9,1,,,,,,,2,3,23,3.9,yes,2
106,A1DUPOUC9RNU4L,5,partial,0,0.3,1,9,2,3,,59,no,,,,,3.9,yes,2
107,A1DUPOUC9RNU4L,5,partial,1,0.3,1,9,,,,,,,2,3,33,3.9,yes,2
108,A1DUPOUC9RNU4L,6,partial,0,0.7,1,9,5,0,,20,no,,,,,3.9,yes,2
109,A1DUPOUC9RNU4L,6,partial,1,0.7,1,9,,,,,,,3,2,40,3.9,yes,2
110,A1DUPOUC9RNU4L,7,partial,0,0.7,1,9,4,1,,42,no,,,,,3.9,yes,2
111,A1DUPOUC9RNU4L,7,partial,1,0.7,1,9,,,,,,,3,2,31,3.9,yes,2
112,A1DUPOUC9RNU4L,8,partial,0,0.3,1,9,0,5,,64,no,,,,,3.9,yes,2
113,A1DUPOUC9RNU4L,8,partial,1,0.3,1,9,,,,,,,2,3,4,3.9,yes,2
114,A1DUPOUC9RNU4L,9,partial,0,0.3,9,1,1,4,74,41,yes,,,,,3.9,yes,2
115,A1DUPOUC9RNU4L,9,partial,1,0.3,9,1,,,,,,,2,3,83,3.9,yes,2
116,A1DUPOUC9RNU4L,10,partial,0,0.3,1,9,1,4,,73,no,,,,,3.9,yes,2
117,A1DUPOUC9RNU4L,10,partial,1,0.3,1,9,,,,,,,2,3,9,3.9,yes,2
118,A1DUPOUC9RNU4L,11,partial,0,0.3,9,1,2,3,,44,no,,,,,3.9,yes,2
119,A1DUPOUC9RNU4L,11,partial,1,0.3,9,1,,,,,,,2,3,80,3.9,yes,2
120,A1DZMZTXWOM9MR,0,partial,0,0.7,1,9,4,1,,8,no,,,,,6.0,yes,2
121,A1DZMZTXWOM9MR,0,partial,1,0.7,1,9,,,,,,,3,2,94,6.0,yes,2
122,A1DZMZTXWOM9MR,1,partial,0,0.7,9,1,5,0,,81,no,,,,,6.0,yes,2
123,A1DZMZTXWOM9MR,1,partial,1,0.7,9,1,,,,,,,3,2,100,6.0,yes,2
124,A1DZMZTXWOM9MR,2,partial,0,0.3,9,1,0,5,,13,no,,,,,6.0,yes,2
125,A1DZMZTXWOM9MR,2,partial,1,0.3,9,1,,,,,,,2,3,4,6.0,yes,2
126,A1DZMZTXWOM9MR,3,partial,0,0.7,1,9,3,2,,47,no,,,,,6.0,yes,2
127,A1DZMZTXWOM9MR,3,partial,1,0.7,1,9,,,,,,,3,2,54,6.0,yes,2
128,A1DZMZTXWOM9MR,4,partial,0,0.3,9,1,1,4,,29,no,,,,,6.0,yes,2
129,A1DZMZTXWOM9MR,4,partial,1,0.3,9,1,,,,,,,2,3,0,6.0,yes,2
130,A1DZMZTXWOM9MR,5,partial,0,0.3,9,1,2,3,,54,no,,,,,6.0,yes,2
131,A1DZMZTXWOM9MR,5,partial,1,0.3,9,1,,,,,,,2,3,43,6.0,yes,2
132,A1DZMZTXWOM9MR,6,partial,0,0.7,1,9,5,0,,4,no,,,,,6.0,yes,2
133,A1DZMZTXWOM9MR,6,partial,1,0.7,1,9,,,,,,,3,2,100,6.0,yes,2
134,A1DZMZTXWOM9MR,7,partial,0,0.3,1,9,0,5,,97,no,,,,,6.0,yes,2
135,A1DZMZTXWOM9MR,7,partial,1,0.3,1,9,,,,,,,2,3,0,6.0,yes,2
136,A1DZMZTXWOM9MR,8,partial,0,0.7,9,1,3,2,,70,no,,,,,6.0,yes,2
137,A1DZMZTXWOM9MR,8,partial,1,0.7,9,1,,,,,,,3,2,96,6.0,yes,2
138,A1DZMZTXWOM9MR,9,partial,0,0.3,1,9,1,4,,92,no,,,,,6.0,yes,2
139,A1DZMZTXWOM9MR,9,partial,1,0.3,1,9,,,,,,,2,3,0,6.0,yes,2
140,A1DZMZTXWOM9MR,10,partial,0,0.7,9,1,4,1,,88,no,,,,,6.0,yes,2
141,A1DZMZTXWOM9MR,10,partial,1,0.7,9,1,,,,,,,3,2,100,6.0,yes,2
142,A1DZMZTXWOM9MR,11,partial,0,0.3,1,9,2,3,,55,no,,,,,6.0,yes,2
143,A1DZMZTXWOM9MR,11,partial,1,0.3,1,9,,,,,,,2,3,29,6.0,yes,2
144,A1FHC4Z6QXDQSS,0,partial,0,0.3,1,9,0,5,,91,no,,,,,2.2,yes,0
145,A1FHC4Z6QXDQSS,0,partial,1,0.3,1,9,,,,,,,2,3,0,2.2,yes,0
146,A1FHC4Z6QXDQSS,1,partial,0,0.7,1,9,4,1,87,14,yes,,,,,2.2,yes,0
147,A1FHC4Z6QXDQSS,1,partial,1,0.7,1,9,,,,,,,3,2,50,2.2,yes,0
148,A1FHC4Z6QXDQSS,2,partial,0,0.3,9,1,0,5,75,50,yes,,,,,2.2,yes,0
149,A1FHC4Z6QXDQSS,2,partial,1,0.3,9,1,,,,,,,2,3,100,2.2,yes,0
150,A1FHC4Z6QXDQSS,3,partial,0,0.7,1,9,3,2,,50,no,,,,,2.2,yes,0
151,A1FHC4Z6QXDQSS,3,partial,1,0.7,1,9,,,,,,,3,2,5,2.2,yes,0
152,A1FHC4Z6QXDQSS,4,partial,0,0.3,9,1,1,4,,11,no,,,,,2.2,yes,0
153,A1FHC4Z6QXDQSS,4,partial,1,0.3,9,1,,,,,,,2,3,92,2.2,yes,0
154,A1FHC4Z6QXDQSS,5,partial,0,0.7,9,1,4,1,,75,no,,,,,2.2,yes,0
155,A1FHC4Z6QXDQSS,5,partial,1,0.7,9,1,,,,,,,3,2,100,2.2,yes,0
156,A1FHC4Z6QXDQSS,6,partial,0,0.7,1,9,5,0,50,50,yes,,,,,2.2,yes,0
157,A1FHC4Z6QXDQSS,6,partial,1,0.7,1,9,,,,,,,3,2,7,2.2,yes,0
158,A1FHC4Z6QXDQSS,7,partial,0,0.3,9,1,2,3,,74,no,,,,,2.2,yes,0
159,A1FHC4Z6QXDQSS,7,partial,1,0.3,9,1,,,,,,,2,3,83,2.2,yes,0
160,A1FHC4Z6QXDQSS,8,partial,0,0.3,1,9,1,4,,74,no,,,,,2.2,yes,0
161,A1FHC4Z6QXDQSS,8,partial,1,0.3,1,9,,,,,,,2,3,0,2.2,yes,0
162,A1FHC4Z6QXDQSS,9,partial,0,0.7,9,1,3,2,,100,no,,,,,2.2,yes,0
163,A1FHC4Z6QXDQSS,9,partial,1,0.7,9,1,,,,,,,3,2,0,2.2,yes,0
164,A1FHC4Z6QXDQSS,10,partial,0,0.3,1,9,2,3,,83,no,,,,,2.2,yes,0
165,A1FHC4Z6QXDQSS,10,partial,1,0.3,1,9,,,,,,,2,3,5,2.2,yes,0
166,A1FHC4Z6QXDQSS,11,partial,0,0.7,9,1,5,0,,27,no,,,,,2.2,yes,0
167,A1FHC4Z6QXDQSS,11,partial,1,0.7,9,1,,,,,,,3,2,100,2.2,yes,0
168,A1FMVUYV72MUO3,0,partial,0,0.3,1,9,0,5,,36,no,,,,,5.5,yes,2
169,A1FMVUYV72MUO3,0,partial,1,0.3,1,9,,,,,,,2,3,25,5.5,yes,2
170,A1FMVUYV72MUO3,1,partial,0,0.7,1,9,3,2,,59,no,,,,,5.5,yes,2
171,A1FMVUYV72MUO3,1,partial,1,0.7,1,9,,,,,,,3,2,66,5.5,yes,2
172,A1FMVUYV72MUO3,2,partial,0,0.3,9,1,0,5,,62,no,,,,,5.5,yes,2
173,A1FMVUYV72MUO3,2,partial,1,0.3,9,1,,,,,,,2,3,33,5.5,yes,2
174,A1FMVUYV72MUO3,3,partial,0,0.7,9,1,5,0,,31,no,,,,,5.5,yes,2
175,A1FMVUYV72MUO3,3,partial,1,0.7,9,1,,,,,,,3,2,50,5.5,yes,2
176,A1FMVUYV72MUO3,4,partial,0,0.3,9,1,2,3,,64,no,,,,,5.5,yes,2
177,A1FMVUYV72MUO3,4,partial,1,0.3,9,1,,,,,,,2,3,28,5.5,yes,2
178,A1FMVUYV72MUO3,5,partial,0,0.3,9,1,1,4,,32,no,,,,,5.5,yes,2
179,A1FMVUYV72MUO3,5,partial,1,0.3,9,1,,,,,,,2,3,24,5.5,yes,2
180,A1FMVUYV72MUO3,6,partial,0,0.3,1,9,2,3,,36,no,,,,,5.5,yes,2
181,A1FMVUYV72MUO3,6,partial,1,0.3,1,9,,,,,,,2,3,37,5.5,yes,2
182,A1FMVUYV72MUO3,7,partial,0,0.7,1,9,5,0,,68,no,,,,,5.5,yes,2
183,A1FMVUYV72MUO3,7,partial,1,0.7,1,9,,,,,,,3,2,83,5.5,yes,2
184,A1FMVUYV72MUO3,8,partial,0,0.3,1,9,1,4,,32,no,,,,,5.5,yes,2
185,A1FMVUYV72MUO3,8,partial,1,0.3,1,9,,,,,,,2,3,24,5.5,yes,2
186,A1FMVUYV72MUO3,9,partial,0,0.7,1,9,4,1,,34,no,,,,,5.5,yes,2
187,A1FMVUYV72MUO3,9,partial,1,0.7,1,9,,,,,,,3,2,80,5.5,yes,2
188,A1FMVUYV72MUO3,10,partial,0,0.7,9,1,3,2,,32,no,,,,,5.5,yes,2
189,A1FMVUYV72MUO3,10,partial,1,0.7,9,1,,,,,,,3,2,70,5.5,yes,2
190,A1FMVUYV72MUO3,11,partial,0,0.7,9,1,4,1,,67,no,,,,,5.5,yes,2
191,A1FMVUYV72MUO3,11,partial,1,0.7,9,1,,,,,,,3,2,69,5.5,yes,2
192,A1FNNL4YJGBU8U,0,partial,0,0.7,1,9,5,0,,63,no,,,,,3.0,yes,2
193,A1FNNL4YJGBU8U,0,partial,1,0.7,1,9,,,,,,,3,2,10,3.0,yes,2
194,A1FNNL4YJGBU8U,1,partial,0,0.3,9,1,1,4,,77,no,,,,,3.0,yes,2
195,A1FNNL4YJGBU8U,1,partial,1,0.3,9,1,,,,,,,2,3,95,3.0,yes,2
196,A1FNNL4YJGBU8U,2,partial,0,0.7,1,9,4,1,,66,no,,,,,3.0,yes,2
197,A1FNNL4YJGBU8U,2,partial,1,0.7,1,9,,,,,,,3,2,1,3.0,yes,2
198,A1FNNL4YJGBU8U,3,partial,0,0.3,9,1,2,3,,6,no,,,,,3.0,yes,2
199,A1FNNL4YJGBU8U,3,partial,1,0.3,9,1,,,,,,,2,3,100,3.0,yes,2
200,A1FNNL4YJGBU8U,4,partial,0,0.3,1,9,1,4,,76,no,,,,,3.0,yes,2
201,A1FNNL4YJGBU8U,4,partial,1,0.3,1,9,,,,,,,2,3,0,3.0,yes,2
202,A1FNNL4YJGBU8U,5,partial,0,0.3,1,9,2,3,,5,no,,,,,3.0,yes,2
203,A1FNNL4YJGBU8U,5,partial,1,0.3,1,9,,,,,,,2,3,6,3.0,yes,2
204,A1FNNL4YJGBU8U,6,partial,0,0.7,1,9,3,2,,0,no,,,,,3.0,yes,2
205,A1FNNL4YJGBU8U,6,partial,1,0.7,1,9,,,,,,,3,2,0,3.0,yes,2
206,A1FNNL4YJGBU8U,7,partial,0,0.7,9,1,5,0,,85,no,,,,,3.0,yes,2
207,A1FNNL4YJGBU8U,7,partial,1,0.7,9,1,,,,,,,3,2,100,3.0,yes,2
208,A1FNNL4YJGBU8U,8,partial,0,0.7,9,1,4,1,,100,no,,,,,3.0,yes,2
209,A1FNNL4YJGBU8U,8,partial,1,0.7,9,1,,,,,,,3,2,100,3.0,yes,2
210,A1FNNL4YJGBU8U,9,partial,0,0.3,1,9,0,5,,100,no,,,,,3.0,yes,2
211,A1FNNL4YJGBU8U,9,partial,1,0.3,1,9,,,,,,,2,3,0,3.0,yes,2
212,A1FNNL4YJGBU8U,10,partial,0,0.3,9,1,0,5,,49,no,,,,,3.0,yes,2
213,A1FNNL4YJGBU8U,10,partial,1,0.3,9,1,,,,,,,2,3,86,3.0,yes,2
214,A1FNNL4YJGBU8U,11,partial,0,0.7,9,1,3,2,,88,no,,,,,3.0,yes,2
215,A1FNNL4YJGBU8U,11,partial,1,0.7,9,1,,,,,,,3,2,100,3.0,yes,2
216,A1G187YBG0DVMQ,0,partial,0,0.7,9,1,3,2,,61,no,,,,,6.0,yes,2
217,A1G187YBG0DVMQ,0,partial,1,0.7,9,1,,,,,,,3,2,83,6.0,yes,2
218,A1G187YBG0DVMQ,1,partial,0,0.7,1,9,4,1,,35,no,,,,,6.0,yes,2
219,A1G187YBG0DVMQ,1,partial,1,0.7,1,9,,,,,,,3,2,56,6.0,yes,2
220,A1G187YBG0DVMQ,2,partial,0,0.3,1,9,2,3,,61,no,,,,,6.0,yes,2
221,A1G187YBG0DVMQ,2,partial,1,0.3,1,9,,,,,,,2,3,24,6.0,yes,2
222,A1G187YBG0DVMQ,3,partial,0,0.7,9,1,4,1,,87,no,,,,,6.0,yes,2
223,A1G187YBG0DVMQ,3,partial,1,0.7,9,1,,,,,,,3,2,91,6.0,yes,2
224,A1G187YBG0DVMQ,4,partial,0,0.7,1,9,3,2,,42,no,,,,,6.0,yes,2
225,A1G187YBG0DVMQ,4,partial,1,0.7,1,9,,,,,,,3,2,63,6.0,yes,2
226,A1G187YBG0DVMQ,5,partial,0,0.3,1,9,1,4,,93,no,,,,,6.0,yes,2
227,A1G187YBG0DVMQ,5,partial,1,0.3,1,9,,,,,,,2,3,8,6.0,yes,2
228,A1G187YBG0DVMQ,6,partial,0,0.3,1,9,0,5,,97,no,,,,,6.0,yes,2
229,A1G187YBG0DVMQ,6,partial,1,0.3,1,9,,,,,,,2,3,8,6.0,yes,2
230,A1G187YBG0DVMQ,7,partial,0,0.3,9,1,2,3,,40,no,,,,,6.0,yes,2
231,A1G187YBG0DVMQ,7,partial,1,0.3,9,1,,,,,,,2,3,40,6.0,yes,2
232,A1G187YBG0DVMQ,8,partial,0,0.3,9,1,0,5,,19,no,,,,,6.0,yes,2
233,A1G187YBG0DVMQ,8,partial,1,0.3,9,1,,,,,,,2,3,16,6.0,yes,2
234,A1G187YBG0DVMQ,9,partial,0,0.7,9,1,5,0,,87,no,,,,,6.0,yes,2
235,A1G187YBG0DVMQ,9,partial,1,0.7,9,1,,,,,,,3,2,91,6.0,yes,2
236,A1G187YBG0DVMQ,10,partial,0,0.7,1,9,5,0,,68,no,,,,,6.0,yes,2
237,A1G187YBG0DVMQ,10,partial,1,0.7,1,9,,,,,,,3,2,89,6.0,yes,2
238,A1G187YBG0DVMQ,11,partial,0,0.3,9,1,1,4,,39,no,,,,,6.0,yes,2
239,A1G187YBG0DVMQ,11,partial,1,0.3,9,1,,,,,,,2,3,26,6.0,yes,2
240,A1HKYY6XI2OHO1,0,partial,0,0.7,9,1,5,0,,100,no,,,,,3.9,yes,2
241,A1HKYY6XI2OHO1,0,partial,1,0.7,9,1,,,,,,,3,2,100,3.9,yes,2
242,A1HKYY6XI2OHO1,1,partial,0,0.7,1,9,4,1,,77,no,,,,,3.9,yes,2
243,A1HKYY6XI2OHO1,1,partial,1,0.7,1,9,,,,,,,3,2,0,3.9,yes,2
244,A1HKYY6XI2OHO1,2,partial,0,0.7,1,9,3,2,0,85,yes,,,,,3.9,yes,2
245,A1HKYY6XI2OHO1,2,partial,1,0.7,1,9,,,,,,,3,2,0,3.9,yes,2
246,A1HKYY6XI2OHO1,3,partial,0,0.3,9,1,2,3,,29,no,,,,,3.9,yes,2
247,A1HKYY6XI2OHO1,3,partial,1,0.3,9,1,,,,,,,2,3,100,3.9,yes,2
248,A1HKYY6XI2OHO1,4,partial,0,0.3,1,9,1,4,,100,no,,,,,3.9,yes,2
249,A1HKYY6XI2OHO1,4,partial,1,0.3,1,9,,,,,,,2,3,0,3.9,yes,2
250,A1HKYY6XI2OHO1,5,partial,0,0.3,9,1,0,5,,100,no,,,,,3.9,yes,2
251,A1HKYY6XI2OHO1,5,partial,1,0.3,9,1,,,,,,,2,3,100,3.9,yes,2
252,A1HKYY6XI2OHO1,6,partial,0,0.3,1,9,2,3,,100,no,,,,,3.9,yes,2
253,A1HKYY6XI2OHO1,6,partial,1,0.3,1,9,,,,,,,2,3,0,3.9,yes,2
254,A1HKYY6XI2OHO1,7,partial,0,0.3,1,9,0,5,,100,no,,,,,3.9,yes,2
255,A1HKYY6XI2OHO1,7,partial,1,0.3,1,9,,,,,,,2,3,0,3.9,yes,2
256,A1HKYY6XI2OHO1,8,partial,0,0.7,9,1,4,1,,100,no,,,,,3.9,yes,2
257,A1HKYY6XI2OHO1,8,partial,1,0.7,9,1,,,,,,,3,2,100,3.9,yes,2
258,A1HKYY6XI2OHO1,9,partial,0,0.3,9,1,1,4,,100,no,,,,,3.9,yes,2
259,A1HKYY6XI2OHO1,9,partial,1,0.3,9,1,,,,,,,2,3,0,3.9,yes,2
